# target name	accession	tlen	query name	accession	qlen	E-value	score	bias	#	of	c-Evalue	i-Evalue	score	bias	from	to	from	to	from	to	acc	description of target
zf-H2C2_2	PF13465.7	26	Klac_NRG1/NRG2	-	358	0.00018	21.8	2.2	4	4	0.67	1.70E+03	-0.3	0.1	2	13	329	340	328	341	0.73	Zinc-finger double domain
zf-met	PF12874.8	25	Klac_NRG1/NRG2	-	358	0.0028	18	5.3	1	2	0.00011	0.29	11.6	0.3	1	21	284	304	284	307	0.91	Zinc-finger of C2H2 type
zf-met	PF12874.8	25	Klac_NRG1/NRG2	-	358	0.0028	18	5.3	2	2	0.0017	4.5	7.8	0.8	6	21	319	334	318	336	0.94	Zinc-finger of C2H2 type
FOXP-CC	PF16159.6	69	Klac_NRG1/NRG2	-	358	0.039	14.7	0.5	1	1	3.80E-05	0.1	13.4	0.5	5	33	312	340	310	348	0.85	FOXP coiled-coil domain
zf-C2H2_3rep	PF18868.2	126	Klac_NRG1/NRG2	-	358	0.099	13.4	0.6	1	2	3.80E-05	0.099	13.4	0.6	68	122	249	304	223	308	0.65	Zinc finger C2H2-type, 3 repeats
zf-C2H2_3rep	PF18868.2	126	Klac_NRG1/NRG2	-	358	0.099	13.4	0.6	2	2	1.3	3.50E+03	-1.3	0.1	35	52	316	333	304	352	0.58	Zinc finger C2H2-type, 3 repeats
zf-C2H2_jaz	PF12171.9	27	Klac_NRG1/NRG2	-	358	0.44	10.9	4.4	1	2	0.00029	0.77	10.1	0.1	1	20	283	302	283	304	0.88	Zinc-finger double-stranded RNA-binding
zf-C2H2_jaz	PF12171.9	27	Klac_NRG1/NRG2	-	358	0.44	10.9	4.4	2	2	0.3	7.70E+02	0.6	1.6	7	24	319	336	319	338	0.87	Zinc-finger double-stranded RNA-binding
zf-H2C2_2	PF13465.7	26	Tdel_NRG1/NRG2	-	176	7.70E-06	26.1	11.8	1	3	0.00033	1.2	9.7	0.1	13	26	117	130	110	130	0.83	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Tdel_NRG1/NRG2	-	176	7.70E-06	26.1	11.8	2	3	4.30E-08	0.00016	22	1.8	1	25	133	159	133	160	0.9	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Tdel_NRG1/NRG2	-	176	7.70E-06	26.1	11.8	3	3	0.37	1.30E+03	0.1	0.3	5	12	167	174	163	175	0.66	Zinc-finger double domain
zf-C2H2	PF00096.27	23	Tdel_NRG1/NRG2	-	176	1.10E-05	25.6	16.8	1	2	4.80E-08	0.00017	21.8	2.8	1	23	119	141	119	141	0.97	Zinc finger, C2H2 type
zf-C2H2	PF00096.27	23	Tdel_NRG1/NRG2	-	176	1.10E-05	25.6	16.8	2	2	0.00044	1.6	9.4	6.2	2	23	148	171	147	171	0.95	Zinc finger, C2H2 type
zf-C2H2_4	PF13894.7	24	Tdel_NRG1/NRG2	-	176	0.0036	18	13.6	1	2	1.90E-05	0.069	14.1	1.8	1	19	119	137	119	141	0.9	C2H2-type zinc finger
zf-C2H2_4	PF13894.7	24	Tdel_NRG1/NRG2	-	176	0.0036	18	13.6	2	2	0.00097	3.6	8.7	4.4	2	23	148	171	147	172	0.92	C2H2-type zinc finger
zf-met	PF12874.8	25	Tdel_NRG1/NRG2	-	176	0.067	13.6	7.9	1	2	5.40E-05	0.2	12.1	0.9	2	21	120	139	119	142	0.9	Zinc-finger of C2H2 type
zf-met	PF12874.8	25	Tdel_NRG1/NRG2	-	176	0.067	13.6	7.9	2	2	0.0094	34	5	1	6	21	154	169	152	172	0.91	Zinc-finger of C2H2 type
zf-RING-like	PF08746.12	43	Tdel_NRG1/NRG2	-	176	3.5	8	8.3	1	2	0.3	1.10E+03	0.1	0.2	36	43	117	124	111	131	0.65	RING-like domain
zf-RING-like	PF08746.12	43	Tdel_NRG1/NRG2	-	176	3.5	8	8.3	2	2	0.00022	0.81	10.1	3.4	14	37	149	173	145	175	0.8	RING-like domain
zf-H2C2_2	PF13465.7	26	Zrou_NRG1/NRG2	-	190	9.00E-08	32.2	5.4	1	2	0.0027	12	6.5	0.1	11	26	106	121	92	121	0.89	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Zrou_NRG1/NRG2	-	190	9.00E-08	32.2	5.4	2	2	1.50E-09	6.90E-06	26.3	2	1	25	124	150	124	151	0.91	Zinc-finger double domain
zf-C2H2	PF00096.27	23	Zrou_NRG1/NRG2	-	190	5.30E-05	23.5	15.2	1	2	2.50E-07	0.0011	19.3	2.9	1	23	110	132	110	132	0.97	Zinc finger, C2H2 type
zf-C2H2	PF00096.27	23	Zrou_NRG1/NRG2	-	190	5.30E-05	23.5	15.2	2	2	0.00028	1.3	9.7	4.6	1	23	138	162	138	162	0.96	Zinc finger, C2H2 type
zf-C2H2_4	PF13894.7	24	Zrou_NRG1/NRG2	-	190	0.0061	17.3	12	1	2	5.30E-05	0.24	12.3	1.6	1	19	110	128	110	132	0.9	C2H2-type zinc finger
zf-C2H2_4	PF13894.7	24	Zrou_NRG1/NRG2	-	190	0.0061	17.3	12	2	2	0.00037	1.7	9.7	3.2	1	23	138	162	138	163	0.95	C2H2-type zinc finger
zf-C2H2_3rep	PF18868.2	126	Zrou_NRG1/NRG2	-	190	0.012	16.3	0.4	1	2	2.60E-05	0.12	13.1	0.1	71	122	79	130	65	133	0.72	Zinc finger C2H2-type, 3 repeats
zf-C2H2_3rep	PF18868.2	126	Zrou_NRG1/NRG2	-	190	0.012	16.3	0.4	2	2	0.14	6.20E+02	1.1	0.1	38	72	145	179	139	185	0.81	Zinc finger C2H2-type, 3 repeats
zf-C2H2	PF00096.27	23	Scer_NRG2	-	221	0.00058	20.2	20	1	2	3.80E-06	0.014	15.8	4.5	2	23	154	175	153	175	0.95	Zinc finger, C2H2 type
zf-C2H2	PF00096.27	23	Scer_NRG2	-	221	0.00058	20.2	20	2	2	0.00038	1.4	9.5	7.5	1	23	181	205	181	205	0.95	Zinc finger, C2H2 type
zf-C2H2_4	PF13894.7	24	Scer_NRG2	-	221	0.0015	19.2	15.4	1	2	5.40E-05	0.2	12.6	2.8	2	19	154	171	153	175	0.9	C2H2-type zinc finger
zf-C2H2_4	PF13894.7	24	Scer_NRG2	-	221	0.0015	19.2	15.4	2	2	0.00012	0.44	11.6	4.9	1	23	181	205	181	206	0.95	C2H2-type zinc finger
zf-H2C2_2	PF13465.7	26	Scer_NRG2	-	221	0.0021	18.4	2.5	1	4	2.5	9.00E+03	-2.5	0.1	12	18	21	29	21	29	0.74	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Scer_NRG2	-	221	0.0021	18.4	2.5	2	4	0.068	2.50E+02	2.4	0.2	13	26	151	164	141	164	0.81	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Scer_NRG2	-	221	0.0021	18.4	2.5	3	4	5.80E-07	0.0021	18.4	2.5	1	25	167	193	167	194	0.91	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Scer_NRG2	-	221	0.0021	18.4	2.5	4	4	0.088	3.20E+02	2	0.2	2	13	198	209	197	213	0.83	Zinc-finger double domain
zf-met	PF12874.8	25	Scer_NRG2	-	221	1.4	9.4	8.7	1	2	0.00012	0.43	11	1.2	2	21	154	173	153	176	0.9	Zinc-finger of C2H2 type
zf-met	PF12874.8	25	Scer_NRG2	-	221	1.4	9.4	8.7	2	2	0.074	2.70E+02	2.1	1.2	6	22	188	204	186	210	0.66	Zinc-finger of C2H2 type
zf-RING-like	PF08746.12	43	Scer_NRG2	-	221	6.1	7.3	10.2	1	2	2.5	9.00E+03	-2.9	0.1	1	5	155	159	153	164	0.76	RING-like domain
zf-RING-like	PF08746.12	43	Scer_NRG2	-	221	6.1	7.3	10.2	2	2	0.00024	0.87	10	5.5	13	39	182	209	178	211	0.84	RING-like domain
zf-C2H2	PF00096.27	23	Smik_NRG2	-	221	0.0006	20.2	20	1	2	3.80E-06	0.014	15.8	4.5	2	23	154	175	153	175	0.95	Zinc finger, C2H2 type
zf-C2H2	PF00096.27	23	Smik_NRG2	-	221	0.0006	20.2	20	2	2	0.00038	1.4	9.5	7.5	1	23	181	205	181	205	0.95	Zinc finger, C2H2 type
zf-C2H2_4	PF13894.7	24	Smik_NRG2	-	221	0.0015	19.2	15.4	1	2	5.40E-05	0.2	12.6	2.8	2	19	154	171	153	175	0.9	C2H2-type zinc finger
zf-C2H2_4	PF13894.7	24	Smik_NRG2	-	221	0.0015	19.2	15.4	2	2	0.00012	0.44	11.6	4.9	1	23	181	205	181	206	0.95	C2H2-type zinc finger
zf-H2C2_2	PF13465.7	26	Smik_NRG2	-	221	0.0021	18.4	2.5	1	3	0.066	2.40E+02	2.4	0.3	13	26	151	164	142	164	0.79	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Smik_NRG2	-	221	0.0021	18.4	2.5	2	3	5.80E-07	0.0021	18.4	2.5	1	25	167	193	167	194	0.91	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Smik_NRG2	-	221	0.0021	18.4	2.5	3	3	0.088	3.20E+02	2	0.2	2	13	198	209	197	213	0.83	Zinc-finger double domain
zf-met	PF12874.8	25	Smik_NRG2	-	221	1.6	9.3	8.7	1	2	0.00012	0.43	11	1.2	2	21	154	173	153	176	0.9	Zinc-finger of C2H2 type
zf-met	PF12874.8	25	Smik_NRG2	-	221	1.6	9.3	8.7	2	2	0.074	2.70E+02	2.1	1.2	6	22	188	204	186	210	0.66	Zinc-finger of C2H2 type
zf-RING-like	PF08746.12	43	Smik_NRG2	-	221	6.5	7.2	10.2	1	2	2.5	9.00E+03	-2.9	0.1	1	5	155	159	153	164	0.76	RING-like domain
zf-RING-like	PF08746.12	43	Smik_NRG2	-	221	6.5	7.2	10.2	2	2	0.00024	0.87	10	5.5	13	39	182	209	178	211	0.84	RING-like domain
zf-C2H2	PF00096.27	23	Skud_NRG2	-	221	0.00058	20.2	20	1	2	4.60E-06	0.014	15.8	4.5	2	23	154	175	153	175	0.95	Zinc finger, C2H2 type
zf-C2H2	PF00096.27	23	Skud_NRG2	-	221	0.00058	20.2	20	2	2	0.00046	1.4	9.5	7.5	1	23	181	205	181	205	0.95	Zinc finger, C2H2 type
zf-C2H2_4	PF13894.7	24	Skud_NRG2	-	221	0.0016	19.2	15.4	1	2	6.50E-05	0.2	12.6	2.8	2	19	154	171	153	175	0.9	C2H2-type zinc finger
zf-C2H2_4	PF13894.7	24	Skud_NRG2	-	221	0.0016	19.2	15.4	2	2	0.00014	0.44	11.6	4.9	1	23	181	205	181	206	0.95	C2H2-type zinc finger
zf-H2C2_2	PF13465.7	26	Skud_NRG2	-	221	0.0021	18.4	2.5	1	3	0.04	1.20E+02	3.4	0.4	10	26	147	164	143	164	0.79	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Skud_NRG2	-	221	0.0021	18.4	2.5	2	3	7.00E-07	0.0021	18.4	2.5	1	25	167	193	167	194	0.91	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Skud_NRG2	-	221	0.0021	18.4	2.5	3	3	0.11	3.20E+02	2	0.2	2	13	198	209	197	213	0.83	Zinc-finger double domain
DUF3811	PF11656.9	88	Skud_NRG2	-	221	0.13	12.7	3.4	1	3	0.089	2.70E+02	2	0	37	55	82	100	75	105	0.87	YjbD family (DUF3811)
DUF3811	PF11656.9	88	Skud_NRG2	-	221	0.13	12.7	3.4	2	3	0.00022	0.68	10.4	0.3	37	75	108	146	102	150	0.89	YjbD family (DUF3811)
DUF3811	PF11656.9	88	Skud_NRG2	-	221	0.13	12.7	3.4	3	3	1.6	4.90E+03	-2	0	60	67	205	212	172	219	0.61	YjbD family (DUF3811)
zf-met	PF12874.8	25	Skud_NRG2	-	221	1.5	9.3	8.7	1	2	0.00014	0.43	11	1.2	2	21	154	173	153	176	0.9	Zinc-finger of C2H2 type
zf-met	PF12874.8	25	Skud_NRG2	-	221	1.5	9.3	8.7	2	2	0.089	2.70E+02	2.1	1.2	6	22	188	204	186	210	0.66	Zinc-finger of C2H2 type
zf-RING-like	PF08746.12	43	Skud_NRG2	-	221	4.4	7.7	9.9	1	2	2.7	8.30E+03	-2.8	0.1	1	5	155	159	151	164	0.77	RING-like domain
zf-RING-like	PF08746.12	43	Skud_NRG2	-	221	4.4	7.7	9.9	2	2	0.00029	0.87	10	5.5	13	39	182	209	178	211	0.84	RING-like domain
zf-C2H2	PF00096.27	23	Suva_NRG2	-	221	0.00065	20	20	1	2	4.60E-06	0.014	15.8	4.5	2	23	154	175	153	175	0.95	Zinc finger, C2H2 type
zf-C2H2	PF00096.27	23	Suva_NRG2	-	221	0.00065	20	20	2	2	0.00046	1.4	9.5	7.5	1	23	181	205	181	205	0.95	Zinc finger, C2H2 type
zf-C2H2_4	PF13894.7	24	Suva_NRG2	-	221	0.0016	19.1	15.4	1	2	6.50E-05	0.2	12.6	2.8	2	19	154	171	153	175	0.9	C2H2-type zinc finger
zf-C2H2_4	PF13894.7	24	Suva_NRG2	-	221	0.0016	19.1	15.4	2	2	0.00014	0.44	11.6	4.9	1	23	181	205	181	206	0.95	C2H2-type zinc finger
zf-H2C2_2	PF13465.7	26	Suva_NRG2	-	221	0.0021	18.4	2.5	1	3	0.055	1.70E+02	2.9	0.9	10	26	147	164	142	164	0.78	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Suva_NRG2	-	221	0.0021	18.4	2.5	2	3	7.00E-07	0.0021	18.4	2.5	1	25	167	193	167	194	0.91	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Suva_NRG2	-	221	0.0021	18.4	2.5	3	3	0.11	3.20E+02	2	0.2	2	13	198	209	197	213	0.83	Zinc-finger double domain
Imm57	PF15596.7	109	Suva_NRG2	-	221	0.11	12.8	0	1	1	6.70E-05	0.2	12	0	10	91	60	146	57	158	0.8	Immunity protein 57
zf-met	PF12874.8	25	Suva_NRG2	-	221	1.5	9.3	8.7	1	2	0.00014	0.43	11	1.2	2	21	154	173	153	176	0.9	Zinc-finger of C2H2 type
zf-met	PF12874.8	25	Suva_NRG2	-	221	1.5	9.3	8.7	2	2	0.089	2.70E+02	2.1	1.2	6	22	188	204	186	210	0.66	Zinc-finger of C2H2 type
zf-RING-like	PF08746.12	43	Suva_NRG2	-	221	6.5	7.2	10.2	1	2	3	9.00E+03	-2.9	0.1	1	5	155	159	153	164	0.76	RING-like domain
zf-RING-like	PF08746.12	43	Suva_NRG2	-	221	6.5	7.2	10.2	2	2	0.00029	0.87	10	5.5	13	39	182	209	178	211	0.84	RING-like domain
zf-C2H2	PF00096.27	23	Cgla_NRG2	-	464	6.20E-06	26.4	13.4	1	2	4.30E-08	0.00016	22	1	1	23	402	424	402	424	0.95	Zinc finger, C2H2 type
zf-C2H2	PF00096.27	23	Cgla_NRG2	-	464	6.20E-06	26.4	13.4	2	2	0.00088	3.2	8.4	5.5	1	23	430	454	430	454	0.97	Zinc finger, C2H2 type
zf-H2C2_2	PF13465.7	26	Cgla_NRG2	-	464	9.40E-05	22.7	1.7	1	3	0.0018	6.8	7.3	0.3	14	26	401	413	382	413	0.9	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Cgla_NRG2	-	464	9.40E-05	22.7	1.7	2	3	2.60E-08	9.40E-05	22.7	1.7	1	25	416	442	416	443	0.9	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Cgla_NRG2	-	464	9.40E-05	22.7	1.7	3	3	5	1.80E+04	-4.1	0.6	5	10	450	455	449	457	0.65	Zinc-finger double domain
zf-C2H2_4	PF13894.7	24	Cgla_NRG2	-	464	0.00022	21.8	11	1	2	1.30E-05	0.048	14.5	0.7	1	19	402	420	402	424	0.91	C2H2-type zinc finger
zf-C2H2_4	PF13894.7	24	Cgla_NRG2	-	464	0.00022	21.8	11	2	2	0.00027	0.99	10.5	3.8	1	23	430	454	430	455	0.94	C2H2-type zinc finger
zf-C2H2_3rep	PF18868.2	126	Cgla_NRG2	-	464	0.009	16.7	1.8	1	2	2.50E-06	0.009	16.7	1.8	57	122	357	422	347	425	0.75	Zinc finger C2H2-type, 3 repeats
zf-C2H2_3rep	PF18868.2	126	Cgla_NRG2	-	464	0.009	16.7	1.8	2	2	1.2	4.50E+03	-1.7	0.1	98	116	426	446	422	455	0.57	Zinc finger C2H2-type, 3 repeats
zf-met	PF12874.8	25	Cgla_NRG2	-	464	0.3	11.6	5.2	1	2	8.70E-05	0.32	11.5	0.3	3	21	404	422	401	425	0.88	Zinc-finger of C2H2 type
zf-met	PF12874.8	25	Cgla_NRG2	-	464	0.3	11.6	5.2	2	2	0.15	5.70E+02	1.1	0.7	6	21	437	452	435	456	0.74	Zinc-finger of C2H2 type
zf-H2C2_2	PF13465.7	26	Kfar_NRG2	-	225	6.70E-06	26.3	1.5	1	4	4.2	1.50E+04	-3.3	0.1	2	6	73	77	73	77	0.87	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Kfar_NRG2	-	225	6.70E-06	26.3	1.5	2	4	0.0023	8.6	7	0.2	11	26	154	169	152	169	0.87	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Kfar_NRG2	-	225	6.70E-06	26.3	1.5	3	4	1.80E-09	6.70E-06	26.3	1.5	1	25	172	198	172	199	0.89	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Kfar_NRG2	-	225	6.70E-06	26.3	1.5	4	4	1.6	6.00E+03	-2	0.9	3	13	204	214	202	216	0.71	Zinc-finger double domain
zf-C2H2	PF00096.27	23	Kfar_NRG2	-	225	4.10E-05	23.8	20.4	1	3	0.58	2.10E+03	-0.5	0.1	14	20	71	77	70	78	0.83	Zinc finger, C2H2 type
zf-C2H2	PF00096.27	23	Kfar_NRG2	-	225	4.10E-05	23.8	20.4	2	3	4.20E-07	0.0015	18.9	3.3	1	23	158	180	158	180	0.96	Zinc finger, C2H2 type
zf-C2H2	PF00096.27	23	Kfar_NRG2	-	225	4.10E-05	23.8	20.4	3	3	4.80E-05	0.18	12.4	5.4	1	23	186	210	186	210	0.98	Zinc finger, C2H2 type
zf-C2H2_4	PF13894.7	24	Kfar_NRG2	-	225	0.0091	16.8	16.2	1	3	1.8	6.40E+03	-1.4	0	14	20	70	77	67	79	0.65	C2H2-type zinc finger
zf-C2H2_4	PF13894.7	24	Kfar_NRG2	-	225	0.0091	16.8	16.2	2	3	6.50E-05	0.24	12.4	1.9	1	19	158	176	158	180	0.9	C2H2-type zinc finger
zf-C2H2_4	PF13894.7	24	Kfar_NRG2	-	225	0.0091	16.8	16.2	3	3	0.00021	0.76	10.8	4.3	1	23	186	210	186	211	0.93	C2H2-type zinc finger
zf-C2H2_3rep	PF18868.2	126	Kfar_NRG2	-	225	0.11	13.2	6.8	1	2	5.40E-05	0.2	12.4	0.7	74	122	130	178	112	181	0.7	Zinc finger C2H2-type, 3 repeats
zf-C2H2_3rep	PF18868.2	126	Kfar_NRG2	-	225	0.11	13.2	6.8	2	2	0.022	81	4	1	96	123	180	209	177	211	0.85	Zinc finger C2H2-type, 3 repeats
zf-C2H2_11	PF16622.6	29	Kfar_NRG2	-	225	0.12	12.2	3.5	1	2	0.089	3.20E+02	1.2	0	20	25	73	78	70	79	0.9	zinc-finger C2H2-type
zf-C2H2_11	PF16622.6	29	Kfar_NRG2	-	225	0.12	12.2	3.5	2	2	0.00016	0.59	10	1.5	7	26	160	179	157	180	0.87	zinc-finger C2H2-type
zf-H2C2_2	PF13465.7	26	Knag_NRG2	-	281	8.10E-06	26.1	16.4	1	3	0.0024	5.4	7.7	1.4	12	26	209	223	193	223	0.83	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Knag_NRG2	-	281	8.10E-06	26.1	16.4	2	3	6.70E-09	1.50E-05	25.2	2.4	1	25	226	252	226	253	0.95	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Knag_NRG2	-	281	8.10E-06	26.1	16.4	3	3	0.24	5.60E+02	1.3	0.2	4	13	259	268	256	271	0.82	Zinc-finger double domain
zf-C2H2	PF00096.27	23	Knag_NRG2	-	281	4.00E-05	23.9	18.2	1	3	8	1.80E+04	-4.1	0	6	12	156	162	155	163	0.77	Zinc finger, C2H2 type
zf-C2H2	PF00096.27	23	Knag_NRG2	-	281	4.00E-05	23.9	18.2	2	3	4.00E-07	0.00091	19.6	3	1	23	212	234	212	234	0.97	Zinc finger, C2H2 type
zf-C2H2	PF00096.27	23	Knag_NRG2	-	281	4.00E-05	23.9	18.2	3	3	0.00036	0.82	10.3	6.2	1	23	240	264	240	264	0.98	Zinc finger, C2H2 type
zf-C2H2_4	PF13894.7	24	Knag_NRG2	-	281	0.01	16.6	16.9	1	3	6.5	1.50E+04	-2.5	0	5	13	155	163	154	165	0.73	C2H2-type zinc finger
zf-C2H2_4	PF13894.7	24	Knag_NRG2	-	281	0.01	16.6	16.9	2	3	0.00013	0.3	12.1	1.8	1	19	212	230	212	234	0.92	C2H2-type zinc finger
zf-C2H2_4	PF13894.7	24	Knag_NRG2	-	281	0.01	16.6	16.9	3	3	0.0002	0.45	11.5	4.5	1	23	240	264	240	265	0.96	C2H2-type zinc finger
zf-C2H2_11	PF16622.6	29	Knag_NRG2	-	281	0.019	14.8	3.3	1	1	2.40E-05	0.054	13.3	3.3	5	26	212	233	209	234	0.93	zinc-finger C2H2-type
zf_C2H2_ZHX	PF18387.2	53	Knag_NRG2	-	281	0.19	11.5	5.9	1	3	1.2	2.70E+03	-1.8	0	16	40	15	39	10	40	0.73	Zinc-fingers and homeoboxes C2H2 finger domain
zf_C2H2_ZHX	PF18387.2	53	Knag_NRG2	-	281	0.19	11.5	5.9	2	3	0.35	8.00E+02	-0.2	0.1	21	35	191	205	185	211	0.78	Zinc-fingers and homeoboxes C2H2 finger domain
zf_C2H2_ZHX	PF18387.2	53	Knag_NRG2	-	281	0.19	11.5	5.9	3	3	6.20E-05	0.14	11.9	1.8	4	34	211	240	208	243	0.92	Zinc-fingers and homeoboxes C2H2 finger domain
zf-C2H2_8	PF15909.6	98	Knag_NRG2	-	281	0.41	11	9	1	1	0.00046	1	9.7	9	21	88	197	263	175	275	0.75	C2H2-type zinc ribbon
zf-met	PF12874.8	25	Knag_NRG2	-	281	2.1	8.8	10.1	1	3	0.24	5.60E+02	1.2	0	4	11	154	161	154	163	0.83	Zinc-finger of C2H2 type
zf-met	PF12874.8	25	Knag_NRG2	-	281	2.1	8.8	10.1	2	3	0.00076	1.7	9.1	1.1	1	21	212	232	212	235	0.91	Zinc-finger of C2H2 type
zf-met	PF12874.8	25	Knag_NRG2	-	281	2.1	8.8	10.1	3	3	0.18	4.20E+02	1.6	0.9	6	21	247	262	245	269	0.65	Zinc-finger of C2H2 type
zf-RING-like	PF08746.12	43	Knag_NRG2	-	281	4.8	7.6	14.2	1	2	0.39	9.00E+02	0.3	3.3	25	43	198	217	193	217	0.81	RING-like domain
zf-RING-like	PF08746.12	43	Knag_NRG2	-	281	4.8	7.6	14.2	2	2	6.50E-05	0.15	12.4	3.2	13	37	241	266	236	270	0.8	RING-like domain
zf-H2C2_2	PF13465.7	26	Ncas_NRG2	-	267	5.50E-05	23.4	2.8	1	3	0.032	1.50E+02	3.1	0.2	11	26	206	221	201	221	0.75	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Ncas_NRG2	-	267	5.50E-05	23.4	2.8	2	3	1.20E-08	5.50E-05	23.4	2.8	1	25	224	250	224	251	0.9	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Ncas_NRG2	-	267	5.50E-05	23.4	2.8	3	3	0.33	1.50E+03	-0.1	0.1	4	12	257	265	254	266	0.77	Zinc-finger double domain
zf-C2H2	PF00096.27	23	Ncas_NRG2	-	267	0.00029	21.1	18.3	1	2	5.30E-07	0.0024	18.3	3.3	1	23	210	232	210	232	0.97	Zinc finger, C2H2 type
zf-C2H2	PF00096.27	23	Ncas_NRG2	-	267	0.00029	21.1	18.3	2	2	0.001	4.6	7.9	7.1	1	23	238	262	238	262	0.97	Zinc finger, C2H2 type
zf-C2H2_4	PF13894.7	24	Ncas_NRG2	-	267	0.0091	16.8	14.9	1	2	1.90E-05	0.085	13.8	2	1	19	210	228	210	232	0.9	C2H2-type zinc finger
zf-C2H2_4	PF13894.7	24	Ncas_NRG2	-	267	0.0091	16.8	14.9	2	2	0.0014	6.3	8	5.3	2	23	239	262	238	263	0.93	C2H2-type zinc finger
zf-met	PF12874.8	25	Ncas_NRG2	-	267	0.77	10.2	9.2	1	2	0.0002	0.93	10	1.1	2	21	211	230	209	233	0.9	Zinc-finger of C2H2 type
zf-met	PF12874.8	25	Ncas_NRG2	-	267	0.77	10.2	9.2	2	2	0.019	89	3.7	1.5	6	21	245	260	243	263	0.91	Zinc-finger of C2H2 type
zf-H2C2_2	PF13465.7	26	Ndai_NRG2	-	264	0.00011	22.5	3.7	1	3	0.29	1.10E+03	0.4	3.2	4	26	191	217	189	217	0.64	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Ndai_NRG2	-	264	0.00011	22.5	3.7	2	3	3.00E-08	0.00011	22.5	3.7	1	25	220	246	220	247	0.91	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Ndai_NRG2	-	264	0.00011	22.5	3.7	3	3	0.16	5.80E+02	1.2	0.3	4	13	253	262	250	263	0.82	Zinc-finger double domain
zf-C2H2	PF00096.27	23	Ndai_NRG2	-	264	0.0031	17.9	20	1	2	2.90E-06	0.011	16.2	4.1	1	23	206	228	206	228	0.96	Zinc finger, C2H2 type
zf-C2H2	PF00096.27	23	Ndai_NRG2	-	264	0.0031	17.9	20	2	2	0.0024	8.6	7.1	8	1	23	234	258	234	258	0.96	Zinc finger, C2H2 type
DUF3389	PF11869.9	75	Ndai_NRG2	-	264	0.065	13.4	0.1	1	2	0.0011	3.9	7.7	0	14	57	64	105	59	111	0.81	Protein of unknown function (DUF3389)
DUF3389	PF11869.9	75	Ndai_NRG2	-	264	0.065	13.4	0.1	2	2	0.025	91	3.4	0.1	9	28	177	196	173	201	0.88	Protein of unknown function (DUF3389)
zf-C2H2_4	PF13894.7	24	Ndai_NRG2	-	264	0.4	11.7	17.9	1	3	5	1.80E+04	-3.1	0	10	20	78	87	77	89	0.71	C2H2-type zinc finger
zf-C2H2_4	PF13894.7	24	Ndai_NRG2	-	264	0.4	11.7	17.9	2	3	0.00032	1.2	10.2	2	1	19	206	224	206	228	0.91	C2H2-type zinc finger
zf-C2H2_4	PF13894.7	24	Ndai_NRG2	-	264	0.4	11.7	17.9	3	3	0.0013	4.8	8.3	5.8	1	23	234	258	234	259	0.94	C2H2-type zinc finger
zf-met	PF12874.8	25	Ndai_NRG2	-	264	6.1	7.4	10.3	1	2	0.00088	3.2	8.3	1.1	2	21	207	226	206	229	0.9	Zinc-finger of C2H2 type
zf-met	PF12874.8	25	Ndai_NRG2	-	264	6.1	7.4	10.3	2	2	0.042	1.50E+02	2.9	2.4	6	21	241	256	239	263	0.83	Zinc-finger of C2H2 type
zf-C2H2	PF00096.27	23	Tbla_NRG2	-	289	6.20E-05	23.3	17.4	1	2	3.60E-07	0.0011	19.3	3.3	1	23	226	248	226	248	0.96	Zinc finger, C2H2 type
zf-C2H2	PF00096.27	23	Tbla_NRG2	-	289	6.20E-05	23.3	17.4	2	2	0.00072	2.2	8.9	6.3	1	23	254	278	254	278	0.97	Zinc finger, C2H2 type
zf-H2C2_2	PF13465.7	26	Tbla_NRG2	-	289	7.20E-05	23.1	2.2	1	3	0.14	4.20E+02	1.7	0.9	11	24	222	235	217	237	0.81	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Tbla_NRG2	-	289	7.20E-05	23.1	2.2	2	3	2.40E-08	7.20E-05	23.1	2.2	1	25	240	266	240	267	0.9	Zinc-finger double domain
